Unnamed: 0,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,crew,director,important_feature,weighted_avg
30,200000000,"['action', 'adventure', 'fantasy']",558,"['dual identity', ""love of one's life"", 'pizza boy']",en,Spider-Man 2,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",35.149586,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Laura Ziskin Productions"", ""id"": 326}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",2004-06-25,783766341,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",There's a hero in all of us.,6.7,4321,"['tobey maguire', 'kirsten dunst', 'james franco']","['danny elfman', 'dianne crittenden', 'bill abbott']",Sam Raimi,dual identity love of one's life pizza boy tobey maguire kirsten dunst james franco danny elfman dianne crittenden bill abbott Sam Raimi action adventure fantasy,4.984829382864013
31,200000000,"['action', 'adventure', 'science fiction']",68721,"['terrorist', 'war on terror', 'tennessee']",en,Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",77.68208,"[{""name"": ""Marvel Studios"", ""id"": 420}]",2013-04-18,1215439994,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Unleash the power behind the armor.,6.8,8806,"['robert downey jr.', 'gwyneth paltrow', 'don cheadle']","['shane black', 'shane black', 'john toll']",Shane Black,terrorist war on terror tennessee robert downey jr. gwyneth paltrow don cheadle shane black shane black john toll Shane Black action adventure science fiction,5.788506025518727
32,200000000,"['family', 'fantasy', 'adventure']",12155,"['based on novel', 'fictional place', 'queen']",en,Alice in Wonderland,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",78.530105,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]",2010-03-03,1025491110,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You're invited to a very important date.,6.4,4645,"['mia wasikowska', 'johnny depp', 'anne hathaway']","['dariusz wolski', 'tim burton', 'danny elfman']",Tim Burton,based on novel fictional place queen mia wasikowska johnny depp anne hathaway dariusz wolski tim burton danny elfman Tim Burton family fantasy adventure,4.85606620813637
33,210000000,"['adventure', 'action', 'science fiction']",36668,"['mutant', 'marvel comic', 'based on comic book']",en,X-Men: The Last Stand,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",3.857526,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Major Studio Partners"", ""id"": 445}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""thinkfilm"", ""id"": 12247}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""X3 Canada Productions"", ""id"": 79028}, {""name"": ""X3US Productions"", ""id"": 79029}, {""name"": ""XM3 Service"", ""id"": 79030}]",2006-05-24,459359555,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Take a Stand,6.3,3525,"['hugh jackman', 'halle berry', 'ian mckellen']","['mark goldblatt', 'mark helfrich', 'ralph winter']",Brett Ratner,mutant marvel comic based on comic book hugh jackman halle berry ian mckellen mark goldblatt mark helfrich ralph winter Brett Ratner adventure action science fiction,4.46959178238127
34,200000000,"['animation', 'family']",62211,"['monster', 'dormitory', 'games']",en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,89.186492,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2013-06-20,743559607,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",School never looked this scary.,7.0,3528,"['billy crystal', 'john goodman', 'steve buscemi']","['andrew stanton', 'lee unkrich', 'john lasseter']",Dan Scanlon,monster dormitory games billy crystal john goodman steve buscemi andrew stanton lee unkrich john lasseter Dan Scanlon animation family,4.928843503287653
35,150000000,"['science fiction', 'action', 'adventure']",8373,"['egypt', 'sun', 'chaos']",en,Transformers: Revenge of the Fallen,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",21.939663,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2009-06-19,836297228,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Revenge is coming.,6.0,3138,"['shia labeouf', 'megan fox', 'josh duhamel']","['denise chamian', 'steven spielberg', 'paul rubell']",Michael Bay,egypt sun chaos shia labeouf megan fox josh duhamel denise chamian steven spielberg paul rubell Michael Bay science fiction action adventure,4.139598587154153
36,210000000,"['science fiction', 'action', 'adventure']",91314,"['sequel', 'alien', 'transformers']",en,Transformers: Age of Extinction,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",116.840296,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""China Movie Channel"", ""id"": 11413}, {""name"": ""Hasbro Studios"", ""id"": 22826}, {""name"": ""Ian Bryce Productions"", ""id"": 38833}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",2014-06-25,1091405097,165.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",This is not war. It's extinction.,5.8,3095,"['mark wahlberg', 'stanley tucci', 'kelsey grammer']","['denise chamian', 'steven spielberg', 'william goldenberg']",Michael Bay,sequel alien transformers mark wahlberg stanley tucci kelsey grammer denise chamian steven spielberg william goldenberg Michael Bay science fiction action adventure,3.998569360144152
37,200000000,"['fantasy', 'adventure', 'family']",68728,"['circus', 'witch', 'magic']",en,Oz: The Great and Powerful,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",46.985445,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Roth Films"", ""id"": 16314}]",2013-03-07,491868548,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","In Oz, nothing is what it seems",5.7,3530,"['james franco', 'mila kunis', 'rachel weisz']","['danny elfman', 'nancy haigh', 'john papsidera']",Sam Raimi,circus witch magic james franco mila kunis rachel weisz danny elfman nancy haigh john papsidera Sam Raimi fantasy adventure family,4.078441439444018
38,200000000,"['action', 'adventure', 'fantasy']",102382,"['obsession', 'marvel comic', 'sequel']",en,The Amazing Spider-Man 2,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",89.270217,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Avi Arad Productions"", ""id"": 31828}, {""name"": ""Matt Tolmach Productions"", ""id"": 53462}]",2014-04-16,705717432,142.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",No more secrets.,6.5,4179,"['andrew garfield', 'emma stone', 'jamie foxx']","['hans zimmer', 'pietro scalia', 'mark friedberg']",Marc Webb,obsession marvel comic sequel andrew garfield emma stone jamie foxx hans zimmer pietro scalia mark friedberg Marc Webb action adventure fantasy,4.806140185520574
39,170000000,"['adventure', 'action', 'science fiction']",20526,"['artificial intelligence', 'secret identity', 'computer program']",en,TRON: Legacy,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",73.79505,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""Prana Studios"", ""id"": 18713}, {""name"": ""Sean Bailey Productions"", ""id"": 23791}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]",2010-12-10,400062763,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The Game Has Changed.,6.3,2841,"['garrett hedlund', 'jeff bridges', 'olivia wilde']","['steven lisberger', 'steven lisberger', 'donald kushner']",Joseph Kosinski,artificial intelligence secret identity computer program garrett hedlund jeff bridges olivia wilde steven lisberger steven lisberger donald kushner Joseph Kosinski adventure action science fiction,4.20334492527613
40,200000000,"['animation', 'family', 'adventure']",49013,"['car race', 'sequel', 'comedy']",en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2011-06-11,559852396,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Ka-ciao!,5.8,2033,"['owen wilson', 'larry the cable guy', 'michael caine']","['john lasseter', 'john lasseter', 'harley jessup']",John Lasseter,car race sequel comedy owen wilson larry the cable guy michael caine john lasseter john lasseter harley jessup John Lasseter animation family adventure,3.5073205568556074
41,200000000,"['adventure', 'action', 'thriller']",44912,"['dc comics', 'transformation', 'superhero']",en,Green Lantern,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",51.872839,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]",2011-06-16,219851172,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","In our darkest hour, there will be light.",5.1,2487,"['ryan reynolds', 'blake lively', 'peter sarsgaard']","['dion beebe', 'james newton howard', 'grant major']",Martin Campbell,dc comics transformation superhero ryan reynolds blake lively peter sarsgaard dion beebe james newton howard grant major Martin Campbell adventure action thriller,3.3463363942182127
42,200000000,"['animation', 'family', 'comedy']",10193,"['hostage', 'college', 'toy']",en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",59.995418,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",2010-06-16,1066969703,103.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",No toy gets left behind.,7.6,4597,"['tom hanks', 'tim allen', 'ned beatty']","['andrew stanton', 'lee unkrich', 'lee unkrich']",Lee Unkrich,hostage college toy tom hanks tim allen ned beatty andrew stanton lee unkrich lee unkrich Lee Unkrich animation family comedy,5.698734853310181
43,200000000,"['action', 'science fiction', 'thriller']",534,"['saving the world', 'artificial intelligence', 'prophecy']",en,Terminator Salvation,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",71.862892,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Halcyon Company"", ""id"": 4021}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""Warner Bros."", ""id"": 6194}]",2009-05-20,371353001,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",The End Begins.,5.9,2463,"['christian bale', 'sam worthington', 'anton yelchin']","['danny elfman', 'bill abbott', 'mario kassar']",McG,saving the world artificial intelligence prophecy christian bale sam worthington anton yelchin danny elfman bill abbott mario kassar McG action science fiction thriller,3.792250757704763
44,190000000,['action'],168259,"['car race', 'speed', 'revenge']",en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.322217,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""One Race Films"", ""id"": 7154}, {""name"": ""China Film Co."", ""id"": 40890}, {""name"": ""Qu\u00e9bec Production Services Tax Credit"", ""id"": 86352}, {""name"": ""Media Rights Capital (MRC)"", ""id"": 86655}, {""name"": ""Abu Dhabi Film Commission"", ""id"": 87857}, {""name"": ""Colorado Office of Film, Television & Media"", ""id"": 87858}]",2015-04-01,1506249360,137.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Vengeance Hits Home,7.3,4176,"['vin diesel', 'paul walker', 'dwayne johnson']","['james wan', 'sanja milkovic hays', 'peter brown']",James Wan,car race speed revenge vin diesel paul walker dwayne johnson james wan sanja milkovic hays peter brown James Wan action,5.35864928224376
